"";"estado";"marcas";"nome_da_revenda";"pontas";"price";"manufacturer";"group";"ano";"regiao"
"395";"MG";"TeeJet;";"BIOTECH";"TTI-cap";78,03;"DEEJET";"6";"2021";"Sudeste"
"396";"MG";"TeeJet;";"JD MAQNELSON";"TTI-cap";61,37;"DEEJET";"6";"2021";"Sudeste"
"397";"PR";"TeeJet;";"VERDESUL";"TTI-cap";165,9;"DEEJET";"6";"2021";"Sul"
"398";"GO";"TeeJet;";"SPRAYERCOM";"TTI-cap";75,73;"DEEJET";"6";"2021";"Centro-Oeste"
"399";"MG";"TeeJet;";"MAQNELSON";"TTI-cap";56,55;"DEEJET";"6";"2021";"Sudeste"
"400";"GO";"TeeJet;";"MAQNELSON";"TTI-cap";56,55;"DEEJET";"6";"2021";"Centro-Oeste"
"401";"MG";"TeeJet;";"MINAS VERDE";"TTI-cap";56,55;"DEEJET";"6";"2021";"Sudeste"
"402";"MG";"TeeJet;";"TREVISO";"TTI-cap";56,6;"DEEJET";"6";"2021";"Sudeste"
"403";"GO";"TeeJet;";"MAQNELSON";"TTI-cap";56,6;"DEEJET";"6";"2021";"Centro-Oeste"
"404";"PR";"TeeJet;";"TESTE";"TTI-cap";57,9;"DEEJET";"6";"2022";"Sul"
"405";"PR";"TeeJet;Jacto;";"MACCAMPO";"TTI-cap";57,9;"DEEJET";"6";"2022";"Sul"
"406";"MG";"TeeJet;";"DUSIQUEIRA";"TTI-cap";54,9;"DEEJET";"6";"2022";"Sudeste"
"407";"GO";"TeeJet;";"CASA DO PICA PAU";"TTI-cap";68,4;"DEEJET";"6";"2022";"Centro-Oeste"
"408";"PR";"TeeJet;";"MA MÁQUINAS";"TTI-cap";57,9;"DEEJET";"6";"2022";"Sul"
"409";"PR";"TeeJet;";"MA MÁQUINAS";"TTI-cap";54,9;"DEEJET";"6";"2022";"Sul"
"410";"PR";"TeeJet;";"COCAMAR MÁQUINAS";"TTI-cap";53,4;"DEEJET";"6";"2022";"Sul"
"411";"SC";"TeeJet;";"JB";"TTI-cap";57,9;"DEEJET";"6";"2022";"Sul"
"412";"MG";"TeeJet;";"SPRAYERCOM";"TTI-cap";68,4;"DEEJET";"6";"2022";"Sudeste"
"413";"MG";"TeeJet;";"MAQNELSON";"TTI-cap";57,9;"DEEJET";"6";"2022";"Sudeste"
"414";"GO";"TeeJet;";"MAQNELSON";"TTI-cap";57,9;"DEEJET";"6";"2022";"Centro-Oeste"
"415";"MS";"TeeJet;";"COMO";"TTI-cap";68,4;"DEEJET";"6";"2022";"Centro-Oeste"
"416";"Online";NA;"CANAL AGRICOLA";"TTI-cap";84,94;"DEEJET";"6";"2021";"Online"
"417";"Online";NA;"CANAL AGRICOLA";"TTI-cap";68,18;"DEEJET";"6";"2022";"Online"
"418";"Online";NA;"HERBICAT";"TTI-cap";53,08;"DEEJET";"6";"2022";"Online"
